ea0529,ViTALiSE: Virtual to Augmented Loop in Smart Environments,,Future workplaces will be smart environments providing human users with features and functionalities augmenting their capabilities while lowering their cognitive/physical efforts. \vitalise{} is a vision of future smart environments integrating Human-Agent Collectives (HAC) with Digital Twins (DTs) fostering the synergistic interplay between the physical and digital reality.,"ViTALiSE; Smart environments; Mixed reality; Virtual reality, Augmented reality; Mirror Worlds; Augmented Worlds; Multiagent Systems",Stefano,,Mariani,Università di Modena e Reggio Emilia,Angelo,,Croatti,Università di Bologna,Alessandro,,Ricci,Università di Bologna,Andrea,,Prati,Università degli Studi di Parma,Giuseppe,,Vizzari,Università di Milano-Bicocca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0531,Large-Scale Home Energy Management Using Entropy-Based Collective Multiagent Reinforcement Learning Framework,Extended Abstract,"Smart grids are contributing to the demand-side management by integrating electronic equipment, distributed energy generation and storage, and advanced meters and controllers. With the increasing adoption of distributed energy generation and storage systems, residential energy management is drawing more and more attention, which is regarded as being critical to demand-supply balancing and peak load reduction. In this paper, we focus on a microgrid in which a large-scale modern homes interact together to optimize their electricity cost. We present an Entropy-Based Collective Multiagent Deep Reinforcement Learning (EB-C-MADRL) framework to address it. Experiments demonstrate that EB-C-MADRL can reduce both the long-term group power consumption cost and daily peak demand effectively compared with existing approaches.",Energy and emissions; Agent solutions of significant social and economic impact; Other innovative application areas,Yaodong,,Yang,Tianjin University,Jianye,,Hao,Tianjin University,Yan,,Zheng,Tianjin University,Xiaotian,,Hao,University of Tianjin,Bofeng,,Fu,Tianjin University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0534,Risk Averse Reinforcement Learning for Mixed Multi-agent Environments,,"Most real world applications of multi-agent systems, need to keep a balance between maximizing the rewards and minimizing the risks.  In this work we consider a popular risk measure, variance of return (VOR), as a constraint in the agent's policy learning algorithm in the mixed cooperative and competitive environments. We present a multi-timescale actor critic method for risk sensitive Markov games where the risk is modeled as a VOR constraint. We also show that the risk-averse policies satisfy the desired risk constraint without compromising much on the overall reward for a popular task.",Risk-Sensitive Reinforcement Learning; Mixed Multi-Agent Environments;  Actor-Critic Algorithms,D. Sai Koti,,Reddy,IBM Research,Amrita,,Saha,IBM Research,Srikanth,G.,Tamilselvam,IBM Research,Priyanka,,Agrawal,IBM Research,Pankaj,,Dayama,IBM Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0540,Evidence Propagation and Consensus Formation in Noisy Environments,Extended Abstract,"We study the effectiveness of consensus formation in multi-agent systems where belief updating is an iterative two-part process, consisting of both belief updating based on direct evidence and also belief combination between agents, within the context of a best-of-n problem. Agents' beliefs are represented within Dempster-Shafer theory by mass functions and we investigate the macro-level properties of four well-known belief combination operators: Dempster's rule, Yager's rule, Dubois & Prade's operator and the averaging operator. Simulation experiments are conducted for different evidence rates and noise levels. Broadly, Dubois & Prade's operator results in better convergence to the best state, and is more robust to noisy evidence.",Consensus formation; evidence propagation; noisy decision-making; emergent behaviour; distributed problem solving,Michael,,Crosscombe,University of Bristol,Jonathan,,Lawry,University of Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0545,DeepFlow: Detecting Optimal User Experience From Physiological Data Using Deep Neural Networks,Extended Abstract,"The affective state called flow is described as a state of optimal experience, total immersion and high productivity. As an important metric for various scenarios ranging from (professional) sports to work environments to user experience evaluations, it is extensively studied using traditional questionnaires. In order to make flow measurement accessible for online, real-time environments, in this work, we present our preliminary findings towards automatically estimating a user's flow state based on physiological signals measured with a wearable device. We conducted a study of subjects playing the game Tetris in varying difficulty levels, leading to boredom, stress, and flow. Using a convolutional neural network, we achieve an accuracy of 70% in recognizing flow-inducing levels.
In the future, we expect flow to be a potential reward signal for human-in-the-loop reinforcement learning systems.",affective computing; flow; socially intelligent agents; deep learning,Marco,,Maier,TAWNY,Chadly,,Marouane,TAWNY,Daniel,,Elsner,TAWNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0560,(WITHDRAWN 3/20) Asymptotically Optimal VCG Redistribution Mechanism for Public Project Problem,,,,s,,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0564,Emergence of Scenario-Appropriate Collaborative Behaviors for Teams of Robotic Bodyguards,,"We are considering the problem of controlling a team of robotic bodyguards protecting a VIP from physical assault in the presence of neutral and/or adversarial bystanders in a variety of scenarios. This problem is challenging due to the large number of active entities with different agendas and dynamic movement patterns, the need of cooperation between the robots as well as the requirement to take into consideration criteria such as social norms in addition to the main goal of VIP safety. We show how a multi-agent reinforcement learning approach can evolve behavior policies that outperform hand-engineered approaches. Furthermore, we propose a novel multi-agent reinforcement learning algorithm inspired by universal value function approximators that can learn policies that exhibit appropriate, distinct behavior in environments with different requirements.
",Multi-Agent Reinforcement Learning; Robot Team Formation; Multi-Robot Systems,Hassam Ullah,,Sheikh,University of Central Florida,Ladislau,,Bölöni,University of Central Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0565,The Imitation Game: Learned Reciprocity in Markov games,,"Reciprocity is an important feature of human social interaction and underpins our cooperative nature. What is more, simple forms of reciprocity have proved remarkably resilient in matrix game social dilemmas. Most famously, the tit-for-tat strategy performs very well in tournaments of Prisoner's Dilemma. Unfortunately this strategy is not readily applicable to the real world, in which options to cooperate or defect are temporally and spatially extended. Here, we present a general online reinforcement learning algorithm that displays reciprocal behavior towards its co-players. We show that it can induce pro-social outcomes for the wider group when learning alongside selfish agents, both in a $2$-player Markov game, and in $5$-player intertemporal social dilemmas. We analyse the resulting policies to show that the reciprocating agents are strongly influenced by their co-players' behavior.",Reciprocity;reinforcement learning;sequential social dilemmas,Tom,,Eccles,DeepMind,Edward,,Hughes,DeepMind,János,,Kramár,DeepMind,Steven,,Wheelwright,DeepMind,Joel,Z.,Leibo,DeepMind,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0567,From Hotelling to Load Balancing: Approximation and the Principle of Minimum Differentiation,,"Competing firms tend to select similar locations for their stores. This phenomenon, called the principle of minimum differentiation, was captured by Hotelling with a landmark model of spatial competition but is still the object of an ongoing scientific debate. Although consistently observed in practice, many more realistic variants of Hotelling's model fail to support minimum differentiation or do not have pure equilibria at all.
In particular, it was recently proven for a generalized model which incorporates negative network externalities and which contains Hotelling's model and classical selfish load balancing as special cases, that the unique equilibria do not adhere to minimum differentiation. Furthermore, it was shown that for a significant parameter range pure equilibria do not exist.

We derive a sharp contrast to these previous results by investigating Hotelling's model with negative network externalities from an entirely new angle: approximate pure subgame perfect equilibria. This approach allows us to prove analytically and via agent-based simulations that approximate equilibria having good approximation guarantees and that adhere to minimum differentiation exist for the full parameter range of the model.
Moreover, we show that the obtained approximate equilibria have high social welfare.",Location Analysis; Facility Location Games; Approximate Pure Subgame Perfect Equilibria; Agent-based Simulation,Matthias,,Feldotto,Paderborn University,Pascal,,Lenzner,Hasso Plattner Institute & University of Potsdam,Louise,,Molitor,Hasso Plattner Institute & University of Potsdam,Alexander,,Skopalik,University of Twente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0577,Online Motion Concept Learning: A Novel Algorithm for Sample-Efficient Learning and Recognition of Human Actions,,"Humans have the remarkable ability to interact with their environment
through rich and diverse actions. In order to actuate on
shared environments with humans, artificial agents should have
the ability to recognize the human’s actions. However the creation
of an artificial agent that is capable of recognizing all possible human
actions from prior training is unrealistic, given the diversity of
potential actions and ways to perform them. If we aim at deploying
competent artificial agents in such scenarios, this hurdle should be
overcome.","Learning agent capabilities (agent models, communication, obser-vation); Other",Miguel,,Vasco,"INESC-ID, Instituto Superior Técnico, Universidade de Lisboa",Francisco,,Melo,"INESC-ID, Instituto Superior Técnico, Universidade de Lisboa",David,,Martins de Matos,"INESC-ID, Instituto Superior Técnico, Universidade de Lisboa",Ana,,Paiva,"INESC-ID, Instituto Superior Técnico, Universidade de Lisboa",Tetsunari,,Inamura,National Institute of Informatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0586,Delayed and Time-Variant Patrolling Strategies against Attackers with Local Observation Capabilities,,"Surveillance of graph-represented environments is an application of autonomous patrolling robots that received remarkable attention during the last years. In this problem setting, computing a patrolling strategy is a central task to guarantee an effective protection level. Literature provides a vast set of methods where the patrolling strategies explicitly consider the presence of a rational adversary and fully informed attacker, which is characterized by worst-case (for the patroller) observation capabilities. In this work, we  consider an attacker that does not have any prior knowledge on the environment and the patrolling strategy. Instead, we assume that the attacker can only access local observations on the vertex potentially under attack. We study the definition of patrolling strategies under the assumption that the attacker, when planning an attack on a particular location, tries to forecast the arrivals of the patroller on that particular location. We model our patrolling strategies with Markov chains where we seek the generation of arrivals that are difficult to forecast. To this end we introduce time-variance in the transition matrix used to determine the patrollers movements on the graph-represented environment.",Adversarial Patrolling; Limited Observation; Mobile Robots,Carlos,,Diaz Alvarenga,"University of California, Merced",Nicola,,Basilico,University of Milan,Stefano,,Carpin,"University of California, Merced",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0590,"Deriving Norms from Actions, Values and Context",Extended Abstract,"Personal technology such as electronic partners (e-partners) play an increasing role in our daily lives, and can make an important difference by supporting us in various ways. However, when they offer this support, it is important that they do so with an understanding of our choices and what is important to us. To allow an e-partner to flexibly do this, we propose a formal framework to automatically derive norms which describe how to perform a certain behavior. These norms are directly derived from the user's actions, values and the context they are in. In this way, the e-partner can take into account the user's values and offer more flexible personalized support.",Formal methods; Values; Normative systems,Myrthe,L.,Tielman,Delft University of Technology,Catholijn,M.,Jonker,Delft University of Technology,M. Birna,,van Riemsdijk,Delft University of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0600,Automatic Feature Engineering by Deep Reinforcement Learning,Extended Abstract,"We present a framework called \textit{Learning Automatic Feature Engineering Machine} (LAFEM), which formalizes the \textit{Feature Engineering} (FE) problem as an optimization problem over a \textit{Heterogeneous Transformation Graph} (HTG). We propose a Deep Q-learning on HTG to support efficient learning of fine-grained and generalized FE policies that can transfer knowledge of engineering ""good"" features from a collection of datasets to other unseen datasets.",Innovative agents and multiagent applications; Deep learning; Feature generation,Jianyu,,Zhang,Tianjin University,Jianye,,Hao,Tianjin University,Françoise,,Fogelman-Soulié,Tianjin University,Zan,,Wang,Tianjin University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0603,Exploiting Inaccurate A Priori Knowledge in Robot Exploration,Extended Abstract,"Exploration is a task in which autonomous mobile robots incrementally discover features of interest in initially unknown environments.
Most of the current exploration approaches ignore prior knowledge about the environments that have to be explored. However, in some practical cases, such knowledge could be available. In this paper, we present a method that includes a priori knowledge in an exploration strategy that selects the next best locations the robot should reach in partially explored indoor environments by exploiting the (possibly inaccurate) knowledge of their floor plans.",robot exploration; exploration strategies; robot mapping,Matteo,,Luperto,Università degli Studi di Milano,Danilo,,Fusi,Politecnico di Milano,N. Alberto,,Borghese,Università degli Studi di Milano,Francesco,,Amigoni,Politecnico di Milano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0605,Rethinking the Neutrality Axiom in Judgment Aggregation,,"When aggregating the judgments of a group of agents, an important consideration concerns the fairness of the aggregation process. This is the fundamental idea behind the neutrality axiom in social choice theory: if two judgments enjoy the same support amongst the agents, either both or neither of them should be part of  the collective decision. This is a reasonable requirement in many scenarios, but we argue that for scenarios in which agents are asked to judge very diverse kinds of propositions, the classical neutrality axiom is much too strong. We thus propose a family of weaker  neutrality axioms, parametrised by binary relations between the propositions.",Judgment Aggregation; Social Choice Theory; Fairness,Zoi,,Terzopoulou,University of Amsterdam,Ulle,,Endriss,University of Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0606,Explaining Failures Propagations in the Execution of Multi-Agent Temporal Plans,,"This paper addresses the problem of explaining execution failures in the context of Temporal Multiagent Plans (TMAPs). Each diagnosis identifies the actions that executed in a faulty mode (primary failures, and those that failed  because affected by the propagation of previous failures (secondary failures).Diagnoses are then integrated with temporal explanations, that detail what happened during the plan execution.",Temporal Multi-agent Plans; Diagnosis; Explanation; SMT,Gianluca,,Torta,Università di Torino,Roberto,,Micalizio,Università di Torino,Samuele,,Sormano,Università di Torino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0612,Logically-Constrained Neural Fitted Q-iteration,,"We propose a method for efficient training of Q-functions for continuous-state Markov Decision Processes (MDPs), such that the traces of the resulting policies satisfy a given Linear Temporal Logic (LTL) property. LTL, a modal logic, can express a wide range of time-dependent logical properties (including ""safety"") that are quite similar to patterns in natural language. We convert the LTL property into a limit deterministic Buchi automaton and construct an on-the-fly synchronised product MDP. The control policy is then synthesised by defining an adaptive reward function and by applying a modified neural fitted Q-iteration algorithm to the synchronised structure, assuming that no prior knowledge is available from the original MDP (namely, the method is model-free). The proposed method is evaluated in a numerical study to test the quality of the generated control policy and is compared with conventional methods for policy synthesis, such as MDP abstraction (Voronoi quantizer) and approximate dynamic programming (fitted value iteration).",Reinforcement Learning; Safety; Formal Methods; Neural Networks,Mohammadhosein,,Hasanbeig,University of Oxford,Alessandro,,Abate,University of Oxford,Daniel,,Kroening,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0613,A Homophily-Free Community Detection Framework for Trajectories with Delayed Responses,,"Community detection has been widely studied in the areas of social network analysis and recommendation system. However, most existing research focus on cases where relationships are explicit or depend on simultaneous appearance. In this paper, we propose to study the community detection problem where the relationships are not based on simultaneous appearance, but time-delayed appearances. In other words, we aim to capture the relationship where one individual physically follows another individual. In our attempt to capture such relationships, the major challenge is the presence of spatial homophily, i.e., individuals are attracted to locations due to their popularities and not because of communications.

In tackling the community detection problem with spatial homophily and delayed responses, we make the following key contributions: (1) We introduce a four-phase framework, which by way of using quantified impacts excludes homophily. (2) To validate the framework, we generate a synthetic dataset based on a known community structure and then infer that community structure. (3) Finally, we execute this framework on a real-world dataset with more than 6,000 taxis in Singapore. Our results are also compared to those of a baseline approach without homophily-elimination.",Spatial homophily; Community detection; Trajectory simulation; Hotspot detection,Chung-Kyun,,Han,Singapore Management University,Shih-Fen,,Cheng,Singapore Management University,Pradeep,,Varakantham,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0615,Stability of Human-Inspired Agent Societies,,"Models of emotion, particularly those based on the Ortony, Clore,
and Collins (OCC) account of emotions, have been used as part
of agents’ decision making processes to explore their effects on
cooperation within social dilemmas [7, 19, 22]. We analyse two
different interpretations of OCC agents. Firstly, Emotional agents
that decide their action using only a model of emotions. To analyse
the possibility of evolutionary stability of these agents we use the
Prisoner’s Dilemma game. We contrast the results with the second
interpretation of an OCC agent, the Moody agent [7], which additionally
uses a psychology-grounded model of mood. Our analysis
highlights the different strategies that are needed to achieve success
as a society in terms of both stability and cooperation, in the iterated
Prisoner’s Dilemma. The Emotional agents are better suited
playing against a mixed group of agents with differing strategies
than the Moody agents are. The Moody agents are more successful
than the Emotional agents when only one strategy exists in the
society.",Agents; OCC; Emotions; Mood; Evolutionarily Stable Strategy,Joe,,Collenette,University of Liverpool,Katie,,Atkinson,University of Liverpool,Daan,,Bloembergen,Centrum Wiskunde & Informatica (CWI),Karl,,Tuyls,University of Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0616,Deep Generative and Discriminative Domain Adaptation,,"The ability to adapt to and learn from different domains and environments is crucial for agents to generalize. In this paper we propose a probabilistic framework for domain adaptation that blends both generative and discriminative modeling in a principled way. Under this framework, generative and discriminative models correspond to specific choices of the prior over parameters. By maximizing both the marginal and the conditional log-likelihoods, our models can use both labeled instances from the source domain as well as unlabeled instances from \emph{both} source and target domains. We show that the popular reconstruction loss of autoencoder corresponds to an upper bound of the negative marginal log-likelihoods of unlabeled instances, and give a generalization bound that explicitly incorporates it into the analysis. We instantiate our framework using neural networks, and build a concrete model, DAuto.
",Deep Learning; Adversarial Machine Learning; Domain Adaptation; Generative Models; Discriminative Models,Han,,Zhao,Carnegie Mellon University,Junjie,,Hu,Carnegie Mellon University,Zhenyao,,Zhu,Google,Adam,,Coates,Apple,Geoff,,Gordon,Carnegie Mellon University & Microsoft Research Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0619,An Adaptable Self-Monitoring Framework for Complex Machines,,"Diagnostic systems for complex machines are
highly specialized and cannot be applied in other domains without significant effort. Our goal is to improve the robustness of diagnostics with an adaptable monitoring framework for identifying and explaining anomalous behavior that can be easily modified for different domains or systems. We define a vocabulary for reasonable data---to precisely identify contradictions between expected and anomalous behavior and a language---to express rules, policies, and constraints/preferences of the user. We combine this framework with explanation mechanisms to describe the core reasons and support for a reasonableness judgment made by running the reasoner over the reasonable data, rules and the state of the related components.",Explainability; Knowledge Representation and Reasoning,Leilani,H.,Gilpin,Massachusetts Institute of Technology,Lalana,,Kagal,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0621,Role of Emotions in Perception of Humanness of Virtual Agents,,"We analyzed the performance of an agent based on an appraisal theory of human emotion with respect to how it modulates play in a social dilemma game. An experiment with 117 participants showed how the agent was rated on dimensions of Human-Uniqueness (HU), separating humans from animals, and Human-Nature (HN), separating humans from machines. We showed that our appraisal theoretic agent significantly improved on both HN and HU ratings, compared to the baselines. We also showed that perception of humanness positively affects cooperation and enjoyment.",Emotions; human likeness; OCC; prisoner's dilemma; virtual agents,Moojan,,Ghafurian,University of Waterloo,Neil,,Budnarain,University of Waterloo,Jesse,,Hoey,University of Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0626,Exploration in the Face of Parametric and Intrinsic Uncertainties,,"In distributional reinforcement learning (RL), the estimated distribution of the value functions model both the parametric and intrinsic uncertainties. We propose a novel, efficient exploration method for Deep RL that has two components. The first is a decaying schedule to suppress the intrinsic uncertainty. The second is an exploration bonus calculated from the upper quantiles of the learned distribution. In Atari 2600 games, our method achieves 483% average gain in cumulative rewards over QR-DQN.",distributional reinforcement learning; exploration,Borislav,,Mavrin,Huawei Noah's Ark Lab & University of Alberta,Shangtong,,Zhang,University of Oxford,Hengshuai,,Yao,Huawei Noah's Ark Lab,Linglong,,Kong,University of Alberta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0637,Towards Predictive Execution Monitoring in BDI Recipes,,"Agents do not only generate and choose plans for execution, they also monitor the execution of plans and handle contingencies [1, 5, 6]. The capacity for execution monitoring allows agents to assess the execution of plans, determine the need for re-planning, identify opportunities, and re-evaluate goal selection.</par><par>In practice, many BDI plan execution systems focus only on the current plan step. They do not project ahead the current knowledge of the agent to determine implications on future steps. Thus a failure of a future plan-step, which may already be predictable with given the current knowledge of the agent, is not detected until the last possible moment.",Execution Monitoring; BDI,Mika,,Barkan,Bar-Ilan University,Gal,A.,Kaminka,Bar-Ilan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0638,Priority driven Local Optimization for Crowd Simulation,Extended Abstract,"We provide an initial model and preliminary findings of a lookahead based local optimization scheme for collision resolution between agents in large goal-directed crowd simulations. Considering crowd simulation to be a global optimization problem, we break down this large problem into smaller problems where each potential collision resolution step is independently optimized in terms of a criticality measure. Agents resolved earlier in order of criticality, maintain the optimized velocity obtained, for the resolution of agents that come later in that order. Hence, the problem is converted to a low dimensional optimization problem of one or two agents where all other obstacles are static or deterministically dynamic. We illustrate the performance of our method on four well known test scenarios.",agent-based crowd navigation; collision avoidance; optimization,Himangshu,,Saikia,KTH Royal Institute of Technology in Stockholm,Fangkai,,Yang,KTH Royal Institute of Technology,Christopher,,Peters,KTH Royal Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0639,Aggregating Citizen Preferences for Public Projects Through Civic Crowdfunding,,"We focus on the aggregation of citizen preferences for public projects through civic crowdfunding. Existing civic crowdfunding mechanisms consider only agents with positive valuation towards the public project. Moreover, these mechanisms assume that each agent has a symmetric belief about the project getting provisioned. As public projects aim to cater to the majority, they should be provisioned only if the majority prefers it. To incorporate negative valuations, we propose a methodology to convert existing civic crowdfunding mechanisms for positive preferences to cater to markets having both types of agents. Specifically, we adapt existing PPR and PPS mechanisms to design PPRN and PPSN, that incentivize agents to contribute towards or against the project's provision: based on their preference. Besides, to address asymmetric beliefs, we propose a novel reward scheme,  Belief Based Reward (BBR) based on Robust Bayesian Truth Serum (RBTS) mechanism. BBR rewards agents based on their belief towards the project's provision. Using this reward scheme, we introduce a general mechanism for civic crowdfunding which allows for agents having asymmetric beliefs towards the project getting provisioned and incentivizes them to contribute towards the project's provision. We illustrate the general mechanism by designing two novel mechanisms, namely PPRx and PPSx, adapting PPR and PPS respectively, and prove that in both the mechanisms the project is provisioned at equilibrium.",Mechanism Design; Civic Crowdfunding; Preference Aggregation; Nash Equilibrium; Sub-game Perfect Equilibrium,Sankarshan,,Damle,"International Institute of Information Technology, Hyderabad",Moin Hussain,,Moti,"International Institute of Information Technology, Hyderabad",Praphul,,Chandra,KoineArth,Sujit,,Gujar,"International Institute of Information Technology, Hyderabad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0640,Adaptive Multi-agent System for Situated Task Allocation,,"Multi-agent scheduling has received significant attention in tackling the problem of load balancing and task allocation in distributed systems. Apart from dividing the work through decentralization, we consider dynamicity because allocation of tasks must be concurrent with their execution, and adaptation because tasks must be reallocated when a disruptive event is performed. We will assume that agents are fully distributed and cooperative in order to optimize the global runtime, i.e a system-centric metric rather than user-centric metrics. We will also assume that a task can be performed by any single agent without preemption and precedence order. Moreover, tasks have no deadlines, are indivisible and not shareable.

We follow a market-based approach to tackle the multi-agent situated task allocation problem. In order to improve load balancing, agents adopt a locality-based strategy in concurrent one-to-many negotiations for task delegations. The task reallocation is dynamic since the negotiation process is iterated and concurrent with the tasks processing. Moreover, the system is adaptive to disruptive events, e.g. task consumptions. As a practical application, we consider the distributed deployment of the MapReduce design pattern for processing large datasets. Our preliminary empirical results show that, for such an application, the locality-based strategy improves the runtime.
",Distributed problem solving; Bargaining and negotiation,Quentin,,Baert,Université de Lille,Anne-Cécile,,Caron,Université de Lille,Maxime,,Morge,Université de Lille,Jean-Christophe,,Routier,Université de Lille,Kostas,,Stathis,"Royal Holloway, University of London",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0648,The Gift Exchange Game: Managing Opponent Actions,,"Interacting with an opponent is a fundamental concern in multi-agent systems. In this work, we consider ways in which an agent can manipulate an opponent to adopt a preferred strategy. This difficult problem is often further complicated by the difficulty of analyzing the game. We have developed the Gift Exchange game, a sequential game that is deliberately simplified to focus on how to interact with an opponent. In this paper we describe the game and discuss different methods an agent might use to influence its opponent to select a preferred action. We show results from using simulated annealing to find optimal strategies to use against a learning opponent.",Repeated sequential games; cooperation; non-stationary opponents,Steven,,Damer,University of Minnesota,Maria,,Gini,University of Minnesota,Jeffrey,S.,Rosenschein,Hebrew University of Jerusalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0652,DeepAggregation: A New Approach for Aggregating Incomplete Ranked Lists using Multi-Layer Graph Embedding,,"Preference aggregation, and specifically rank aggregation, is a well known problem in the fields of computational social choice and preference handling with broad application including web search and recommendation systems.
Inspired by the recent advances in the area of deep neural representation learning, for the first time in the literature, in this paper we leverage unsupervised deep learning techniques - especially graph embeddings - for aggregating a collection of incomplete rank lists and accordingly we develop an algorithm called {\em DeepAggregation}. It takes as input a set of incomplete rank lists and constructs a multi-layer graph wherein the nodes are the alternatives that are ranked and the edges capture information contained in the incomplete rank lists. We then compute deep neural representation vectors (i.e. embeddings) for the nodes and then derive the aggregated order using these representation vectors. Our proposed algorithm can handle incomplete rank lists with or without ties. We conduct thorough empirical analysis of the proposed DeepAggregation algorithm using various real life data sets such as TripAdvisor reviews data. We empirically observe that DeepAggregation generates impressive results in comparison with a number of well-known state-of-the-art preference aggregation methods.",Incomplete rank lists; Top-k rank lists; Partial rank lists; Rank aggregation; multi-layer graphs; deep neural networks; graph representation learning; graph embedding;,Rohith,Dwarakanath,Vallam,IBM Research - India,Ramasuri,,Narayanam,IBM Research - India,Srikanth,G.,Tamilselvam,IBM Research - India,Nicholas,,Mattei,Tulane University,Sudhanshu,S.,Singh,IBM Research - India,Shweta,,Garg,IBM Research - India,Gyana,R.,Parija,IBM Research - India,,,,,,,,,,,,,,,,,,,,
ea0653,A Social Choice Theoretic Perspective on Database Aggregation,,"Aggregating information coming from multiple sources is a longstanding problem in both knowledge representation and multiagent systems (see, e.g., [28]). Depending on the chosen representation for the incoming pieces of knowledge or information, a number of competing approaches has seen the light in these literatures. Belief merging [21–23] studies the problem of aggregating propositional formulas coming from different agents into a set of models, subject to some integrity constraint. Judgment and binary aggregation [11, 12, 17] asks individual agents to report yes/no opinions on a set of logically-related binary issues – the agenda – in order to take a collective decision. Social welfare functions, the cornerstone problem in social choice theory (see, e.g., [2]), can also be viewed as mechanisms to merge conflicting information, namely the individual preferences of voters expressed in the form of linear orders over a set of alternatives. Other examples include graph aggregation [13], multi-agent argumentation [6–8], ontology merging [26], and clustering aggregation [15].",Integrity constraints; Axioms; Collective Rationality,Francesco,,Belardinelli,Imperial College London & Université d’Evry,Umberto,,Grandi,"IRIT, University of Toulouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0663,A Privacy Preserving Multiagent System for Load Balancing in the Smart Grid,,"To improve system economics and reliability, microgrids (viz. power consumers equipped with local generators) can cooperatively utilize their local energy to facilitate load balancing on the power grid (balancing the regional supply and demand) via a multiagent system. However, due to the privacy concerns on continuously revealing each microgrid's local data (e.g., demand and supply at different times) for deriving real-time optimal balancing decisions, the application of such multiagent cooperation is still limited. In this paper, we design a novel privacy preserving multiagent system via an efficient cryptographic protocol for cooperatively balancing the regional supply and demand, as well as each microgrid's local supply and demand without disclosing their local data.","Privacy, Smart Grid, Multi-agent Systems, Secure Computation",Shangyu,,Xie,Illinois Institute of Technology,Yuan,,Hong,Illinois Institute of Technology,Peng-Jun,,Wan,Illinois Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0674,Collaborative Reinforcement Learning Model for Sustainability of Cooperation in Sequential Social Dilemmas,,"Learning the emergence of cooperation in conflicting scenarios such as social dilemmas is a centerpiece of research. Many reinforcement learning based theories exist in the literature to address this problem. The well-known fact about RL based model's very slow learning capabilities coupled with large state space exhibit significant negative effects especially in repeated version of social dilemma settings such as repeated Public Goods Game (PGG) and thereby making them ineffective to model sustainability of cooperation. In this paper, we address this research challenge by augmenting the reinforcement learning based models with a notion of collaboration among the agents, motivated by the fact that humans learn not only through their own actions but also by following the actions of other agents who also continuously learn about the environment. In particular, we propose a novel model, which we refer to as Collaborative Reinforcement Learning (CRL), wherein we define collaboration among the agents as the ability of agents to fully follow other agent's actions/decisions. This is also termed as social learning. The proposed CRL model significantly influences the speed of individual learning, which eventually has a large effect on the collective behavior as compared to that of RL only models and thereby effectively explaining the sustainability of cooperation in repeated PGG settings. We also extend the CRL model for PGGs over different generations where agents die out and new agents are born following a birth-death process.",Multi-agent learning; Learning agent capabilities; Reinforcement learning,Ritwik,,Chaudhuri,"IBM Research, India",Kushal,,Mukherjee,"IBM Research, India",Ramasuri,,Narayanam,"IBM Research, India",Rohith,Dwarakanath,Vallam,"IBM Research, India",Ayush,,Kumar,IIT Delhi,Antriksh,,Mathur,IIT Delhi,Shweta,,Garg,"IBM Research, India",Sudhanshu,,Singh,"IBM Research, India",Gyana,,Parija,"IBM Research, India",,,,,,,,,,,,
